File,M,Original_tf1,Original_tf2,Legendre1,LegendreDiscOrth,Fourier
lenna_color_64,10,0.08095095895163712,0.08338867105484214,0.03654739110438224,0.036560484189200534,0.030913380520879122
lenna_color_64,25,0.03057213076554355,0.05817603782504236,0.012950763497106088,0.012930752132966808,0.011149854232024968
lenna_color_64,50,0.012579112926819468,0.05464108086065574,0.0038047868840229986,0.0036661488797137785,0.015145611732021478
lenna_color_64,100,0.00468753732316697,0.14559004074701934,0.011818963647206075,0.0006600288188615246,0.6213135829455323
lenna_color_64,150,0.02076382011366926,0.37308128844263355,0.6392804678495755,0.0002695177741378964,0.7596840104580774
lenna_color_64,250,0.5756457199507026,0.9276665803896509,0.7684184487705843,0.00010662890228269278,0.7852778754982367
lenna_color_64,350,0.9767728595714341,1.0001282747737594,0.7605717352296524,5.391604064751871e-05,0.7368390519126454
