File,M,Original_tf1,Original_tf2,Legendre1,LegendreDiscOrth,FourierInterpolation,FourierOriginal,FourierInterpolationDiscOrth
lenna_color_128,10,0.08962116150796642,0.08991811098191661,0.045275323758515104,0.045272640541077463,0.03752842941766273,0.037655438710520794,0.03625119866309482
lenna_color_128,25,0.03916130713858745,0.06531405368484078,0.020063427629424153,0.020065610236330116,0.014242710701505951,0.014799228702202266,0.012708369678597724
lenna_color_128,50,0.019481912356398623,0.054832120464497806,0.009011941280310059,0.008995652183779353,0.007438494873177405,0.008716531555689173,0.005161580644746481
lenna_color_128,100,0.007190033540370749,0.061342341755670014,0.0024609807441671825,0.00237220214240678,0.009377197176529095,0.012712067870135301,0.0021600464247502945
lenna_color_128,150,0.003883755592448669,0.08338825998162731,0.0015223497503101826,0.0008298114671856329,0.6260778161938293,0.6262354191165695,0.0016200815788871084
lenna_color_128,250,0.008228674264394713,0.21155289593221624,0.6292504574431881,0.00029789489833170855,0.6299490608154464,0.6293064845636261,0.001434909319009454
lenna_color_128,350,0.026954155193031765,0.5252241267045256,0.6722760374723487,0.00012877380745184908,0.7721055314506847,0.7713515899851213,0.6619623877829576
